subawardee_uei,subawardee_name,entity_url,company_linkedin_url
H724CJLDD5W3,E-Z FASTENING SOLUTIONS INC,http://www.ezfastening.com,https://linkedin.com/company/episcopal-collegiate-school
H72LN6YVH4Z1,AURORIUM LLC,http://www.vertellus.com,https://linkedin.com/company/vertellus
H74JPP8TDZA2,"BALANCE HYDROLOGICS, INC.",www.balancehydro.com,https://linkedin.com/company/balance-hydrologics
H74YZB8EAV95,"AERO ASSETS, LLC",https://www.aeroassetsllc1.com/,
H75YNK4L3C68,FOR PEOPLE LLC,www.forpeople.us,https://linkedin.com/company/for-people-llc
H772AUPLTRV7,HAWK FABRICATORS LLC,,
H77JUZDAR365,VORAGO TECHNOLOGIES INC.,http://www.voragotech.com,https://linkedin.com/company/vorago-technologies
H78PHEX8DCT3,STS RECYCLING LLC,,
H791M3FLWUJ3,"MA ENGINEERS, INC.",https://www.ma-engr.com/,https://linkedin.com/company/ma-engineers
H7A4DM477GP4,HENDRICK TECHNICAL SOLUTIONS LLC,www.hendrickusa.com,
H7B6NKMGS6B6,XANDER GOVERNMENT SOLUTIONS LLC,www.xandergs.com,https://linkedin.com/company/xander-government-solutions
H7D9KXLHEGP5,"TURBINEAERO, INC.",,
H7F1LWJY2HN8,"RUFF ROOFERS, LLC",http://www.ruffroofers.com,https://linkedin.com/company/ruff-roofers-inc-
H7G8M5XEU9N1,"ARROYO INSTRUMENTS, LLC",https://www.arroyoinstruments.com,https://linkedin.com/company/arroyo-instruments
H7HPNEG9KM85,"AUDIOCODES, INC.",www.audiocodes.com,https://linkedin.com/company/audiocodes
H7J8MM8CW3K5,STRETCH FORMING CORPORATION,www.stretchformingcorp.com,https://linkedin.com/company/stretch-forming-corp-inc-
H7LXDNB9UAY8,"FIBER INSTRUMENT SALES, INC.",http://www.fiberinstrumentsales.com,https://linkedin.com/company/fiber-instrument-sales-inc
H7MLW7U8Y663,"DARKHORSE INDUSTRIES, L.L.C",http://www.darkhorseind.com,https://linkedin.com/company/darkhorse-industries-l.l.c.
H7NNDQJ1NFP4,PARRY LABS LLC,www.parrylabs.com,https://linkedin.com/company/parrylabs
H7NQL33RG371,"SEARCHPROS SOLUTIONS, LLC",www.spsolutionsusa.com,
H7P7MNLLPCA3,"JAVA PRODUCTIONS, INC.",http://www.jpidev.com,https://linkedin.com/company/jpi
H7PNSVNN5827,LOCKHEED MARTIN CORPORATION,http://www.lockheedmartin.com/,https://linkedin.com/company/lockheed-martin
H7R4NCHTY1K3,A-PLUS CONSTRUCTION SERVICES CORPORATION,http://www.aplussurvey.com,https://linkedin.com/company/a-plus-construction-services-inc-
H7SBNFL4UXY7,THE SHERWIN-WILLIAMS COMPANY,,
H7WAJ4UE8KX1,PM POWER LIMITED,,
H825PJRJZMV6,SCHUMACHER ELEVATOR COMPANY,http://www.schumacherelevator.com,https://linkedin.com/company/schumacher-elevator-company
H83VUNGKER89,"NATIONAL MANUFACTURING CO., LLC",www.natlmfg.com,https://linkedin.com/company/national-manufacturing-co.-inc.
H87BYF1M2HV9,PENACITY LLC,https://www.penacity.us,https://linkedin.com/company/penacity-llc
H87UWNLU2KL3,"WEIBEL EQUIPMENT, INC.",www.weibelradars.com,https://linkedin.com/company/weibel-scientific
H882FB5ZTQA3,"J. R. JOE RAMON & SONS, INC",http://www.ramondemolition.com,https://linkedin.com/company/jr-ramon-demolition
H88BL7N19ND3,"COMMERCIAL LUMBER & PALLET CO., INC.",https://clcpallets.com/,https://linkedin.com/company/commercial-lumber-and-pallet-company-inc.
H8BZSY3T7186,APEX TK LLC,,
H8EMU1KBTBE7,"RIVERSIDE MACHINE AND ENGINEERING, INC.",http://www.riversidemachine.com,https://linkedin.com/company/riverside-machine-&-engineering-inc.
H8FPQXJB96B8,HALCYON MANUFACTURING INC,www.halcyonmfg.com,https://linkedin.com/company/halcyon-mfg
H8GHNMBMKML5,"4M RESEARCH, INC",www.4mresearch.com,https://linkedin.com/company/4m-research
H8HDN8FPCHJ2,"ERA INDUSTRIES, LLC",http://www.eraind.com,https://linkedin.com/company/era-industries
H8HEEFNYYBJ3,"ADVANCED SOFTWARE DESIGN, INC.",http://WWW.ASDGLOBAL.COM,https://linkedin.com/company/asd-global
H8HPPZBN5RL1,ULTRALIFE CORP,https://ecommerce.ultralifecorporation.com/Ecommerce/category/communications-systems,
H8JEEM7CG3C6,EXPEDITE TECHNOLOGY SOLUTIONS LLC,www.expeditets.com,
H8K7LBW913L7,RAUL LONGORIA AND MONICA GONZALEZ,,
H8KUDCJ1Y6W1,ZAEEM INC,http://www.welectronics.com,
H8LLFALYPZE1,PARKER-HANNIFIN CORPORATION,,
H8M1TKWVL5X4,"STRUKMYER, LLC",www.strukmyer.com,https://linkedin.com/company/strukmyer-medical
H8V9LQCECJE5,AMERICAN MEDICAL GROUP INC.,,
H8VBK3FT19Q5,"ALGERT CO., INC.",,
H8WUBLHE4NS8,HAND PRECISION MACHINING INC,http://www.handprecision.com,https://linkedin.com/company/hand-precision-machining-inc.
H8XALXV2A5F8,GENETEC INC,http://www.genetec.com,https://linkedin.com/company/genetec
H8YMWAKEKPN5,"ARDENT MANAGEMENT CONSULTING, LLC",www.ardentmc.com,https://linkedin.com/company/ardent-mc
H8ZCR8997J44,"WYANT DATA SYSTEMS, INC.",www.wyantdata.com,https://linkedin.com/company/wyant-data-systems
H8ZCY5JTRUX7,"JOHN'S SEWER & PIPE CLEANING, INC.",www.johnsewer.com,https://linkedin.com/company/john's-sewer-&-pipe-cleaning-inc.
H8ZVJA7GGL97,TZERO CONSULTING LLC,https://tzeroconsulting.com/,https://linkedin.com/company/tzeroconsulting
H94ZMR3JFUV3,"FUSIONPOINT, INC.",http://www.fusionpoint-inc.com,https://linkedin.com/company/fusionpoint-inc.
H96CGQGDABF1,"RED CANYON SOFTWARE, INC.",http://www.redcanyonsoftware.com,https://linkedin.com/company/red-canyon-engineering
H99KDBFT4RD5,"THE AVERY GROUP, LLC",https://theaverygroupllc.com/,https://linkedin.com/company/the-avery-group-llc
H9AKRGLJUB24,C. AILLS INCORPORATED,https://www.commoncabling.com,https://linkedin.com/company/common-cents-cabling
H9C1J1F66QL5,GARDINER SERVICE COMPANY LLC,http://www.whgardiner.com,https://linkedin.com/company/gardiner
H9DTZCLEYHD5,"TELEDYNE DEFENSE ELECTRONICS, LLC",https://www.teledynestorm.com/en-us,https://linkedin.com/company/teledyne-storm-products-inc-
H9E2KQZFMMH1,"ARENA TECHNICAL, LLC",http://www.arenatechnical.com,
H9F1BUG4WKY7,EVOLUSOFT GUATEMALA SOCIEDAD ANONIMA,,
H9GADFCWE4P2,KOCH CONSTRUCTION CO INC,www.kochconstructionnm.com,
H9GPFEG1B5Y3,APOAPSIS LLC,https://www.apoapsissystems.com,
H9H2RACZELF6,TIGHITCO INC,https://tighitco.com,https://linkedin.com/company/tighitcoinc
H9HEDLL7LC73,ASCENDANT STRATEGIC PARTNERS INCORPORATED,ascendantsp.com,https://linkedin.com/company/ascendantsp
H9J9D228RFQ9,REPLIGEN CORPORATION,,
H9K7L5LBSG76,"ORIZON AEROSTRUCTURES - GROVE, INC",http://www.orizonaero.com,https://linkedin.com/company/orizonaero
H9KVFPP9GKZ3,VARNI ENTERPRISES INC,www.Classonecleanrooms.com,https://linkedin.com/company/class-one-cleanrooms
H9MXYPPEPTZ3,"AIR/PRO, INC.",www.airpro.com,https://linkedin.com/company/air-pro-inc
H9QNUK3BCNK3,BESSER ASSOCIATES INC.,http://www.besserassociates.com,https://linkedin.com/company/besser-associates
H9TXHE9ANJK3,"WESTERN CONSTRUCTION & EQUIPMENT, LLC",,
HA3GWLK3JK58,EVOQUA WATER TECHNOLOGIES LLC,http://www.evoqua.com,https://linkedin.com/company/evoqua-water-technologies
HA4CX8SJLK33,"HEALTHCARE IT LEADERS, LLC",https://www.healthcareitleaders.com,https://linkedin.com/company/healthcare-it-leaders
HA4RDBKGA8D1,KUNG FU SOLUTIONS INC,www.kungfu.ai,https://linkedin.com/company/kungfuai
HA5PN7KMBPM9,"WESLEY MEDICAL STAFFING, INC.",https://www.wesleymedicalstaffing.com,
HA66DBXEXFK5,"TEMECULA VALLEY DRYWALL, INC.",www.tvdrywall.com,
HABTUSA7ANL4,INTERNATIONAL TECHNEGROUP INC,www.iti-global.com,
HACXTELBJCZ2,DELANEY ADVANTAGE TECHNOLOGIES L.L.C.,delaneytech.com,https://linkedin.com/company/delaney-advantage-technologies-llc
HAEHAMCAV6L1,CREATIVE RADICALS LLC,http://www.creativeradicals.com,https://linkedin.com/company/creative-radicals
HAFAPKATS523,DELOITTE ADVISORY,,
HAFGLGC4NF73,WESCAM INC.,http://www.L3Harris.com,https://linkedin.com/company/l3harris-technologies
HAFQPF3E1JK4,"ASPEN SYSTEMS, INC",http://www.aspsys.com,https://linkedin.com/company/aspen-systems-inc-
HAGLFKLQEAK2,CONTINUANT INC,www.continuant.com,https://linkedin.com/company/continuant
HAHKDGPANNJ2,"ADSORPTION RESEARCH, INC.",http://www.adsorption.com,https://linkedin.com/company/adsorption-research-inc
HAJVF2N7FU67,SALINAS SAWING & SEALING INC.,,
HAK8SL5GJ1C5,"MARTIN & WHITE MECHANICAL CONTRACTORS, INC.",http://www.martinandwhite.com,https://linkedin.com/company/martin-&-white-mechanical-contractors-inc.
HAKDPJ5Q18X5,STANTEC CONSULTING SERVICES INC.,,
HALMJSCZ42W5,TERACORE INC.,http://www.teracore.com,https://linkedin.com/company/teracore-inc.
HAMKC4M1ZZV6,"THE PRIVATE SECTOR GROUP, LLC",https://www.theprivatesectorgroup.us,
HANMWEG4MLW6,"JAKE MARSHALL, LLC",www.limbachinc.com,https://linkedin.com/company/limbach-company
HANTG9N66QH3,PRECISION AIR BALANCING COMPANY,,
HAQVLR5ZA8K6,KEN CONSULTING INC,WWW.kenconsultinginc.com,https://linkedin.com/company/ken-consulting-inc.
HAS5ZCCMWBK9,SCHMIEDE CORPORATION,http://www.schmiedecorp.com,https://linkedin.com/company/schmiede-corporation
HASLCDE6KWT8,"RAYOTEK SCIENTIFIC, LLC",http://www.mcdanelceramics.com,https://linkedin.com/company/mcdanel-advanced-ceramic-technologies
HASPVFSN83B4,"PANTERRA ENERGY, LLC",,
HASXYAS21YA2,"ARIKA METALS, INC.",http://www.universalmetals.com,https://linkedin.com/company/universal-metals
HATPWKXAWU27,"STRATASYS, INC.",,
HAVJMX6JABV5,"BIGBEAR.AI FEDERAL, LLC",https://bigbear.ai/,https://linkedin.com/company/bigbearai
HAVQEJ6U9JJ9,TECPLOT INC,www.tecplot.com,https://linkedin.com/company/tecplot-inc-
HAZ7EEAM6GX5,ARAMMU LLC,www.arammu.com,https://linkedin.com/company/arammu
HAZBQZRJQFM9,GRL ENGINEERS INC,www.grlengineers.com,https://linkedin.com/company/grl-engineers-inc
HB1JG442A567,"INTERWORLD HIGHWAY, LLC",http://www.tequipment.net,https://linkedin.com/company/interworld-highway-llc-dba-tequipment
HB1YT3MD7X76,ICRS SERVICE LLC,https://www.icrsservice.com/,
HB25U4CYQRC4,GREEN CONTRACTING CO INC,www.greencontracting.com,https://linkedin.com/company/green-contracting
HB3AN3AA2SQ9,NEW HORIZONS TELECOM INC.,www.newhorizons.io,
HB3CEJSQUC68,"L5 CONSTRUCTION, LLC",,
HB62XU5MGUZ6,"HH ELECTRIC, INC",,
HB6KNGVNJRU1,THE UNIVERSITY OF ALABAMA IN HUNTSVILLE,,
HB7HBMFKLQS4,JSA COMPANY,jsacompany.net,
HB7NVH9YCEH1,SEARCH FOR COMMON GROUND,www.sfcg.org,https://linkedin.com/company/search-for-common-ground
HBB3NK4CBXB5,"ARROWHEAD CONTRACTING, LLC",http://www.arrowhead-usa.com,
HBCCCN3PVWW5,CREATION TECHNOLOGIES NEW MEXICO INC.,https://www.creationtech.com/,https://linkedin.com/company/creation-technologies
HBD9TCSENK28,"PROSCI, INC.",www.prosci.com,https://linkedin.com/company/prosci
HBFFBGB81KW8,"E. A. FISCHIONE INSTRUMENTS, INC.",,
HBFFQPBE2MQ9,"THERMOFLO EQUIPMENT COMPANY, INC.",,
HBGLY6BMVTH3,HUEY P STOCKSTILL LLC,www.hueystockstill.com,https://linkedin.com/company/hueypstockstill
HBH4MZJC2GK8,ACOUSTICWORKS INC,,
HBJ3NXSMA6S9,"ARC PROFESSIONAL SERVICES, LLC",,
HBJ6QWB5XJE5,CONSTRUCTION PRODUCTS WHOLESALE SERVICES LLC,,
HBJHS9QLSCW5,"INTERFACE ENGINEERING, INC",www.interfaceeng.com,
HBJWWNK8D6Z8,"ABLE SWORDPLAY, LLC",https://www.ableswordplay.com,https://linkedin.com/company/ableswordplay
HBK7KLY1N7H1,"ALS GROUP USA, CORP.",http://www.alsglobal.com,https://linkedin.com/company/als
HBLDH4RP9FU8,"BURNS INDUSTRIAL EQUIPMENT, INC",http://www.burnslift.com,https://linkedin.com/company/burns-industrial-equipment
HBLMU4LUQD94,MARION TOOL & DIE INC,https://www.mariontool.com,https://linkedin.com/company/marion-tool-and-die-inc.
HBLRJ28LNM16,GE AVIATION SYSTEMS LLC,http://www.ge.com,https://linkedin.com/company/ge
HBM3AJASWEN9,WEST WATER RESEARCH LLC,www.westwaterresearch.com,
HBMEVKBTN4R9,"UNICOM ENGINEERING, INC.",http://www.unicomengineering.com,https://linkedin.com/company/unicomengineering
HBMPPSMP5EN7,"QUALITY ELEVATOR CO., LLC",www.qualityelevator.com,https://linkedin.com/company/qualityelevatorco
HBN8FABC7H97,EXTREME FEDERAL INC,www.extremenetworks.com,https://linkedin.com/company/extreme-networks
HBNGPLA4NMW9,SILICON CONTROL INC,www.silicon-control.com,https://linkedin.com/company/silicon-control-inc.
HBNSXCLU73J8,ESPANOLA TRANSIT MIX LLC,www.espanolatransit.com,https://linkedin.com/company/espanola-transit-mix
HBQ5GY9NDSS5,ADVANCED TEMPERATURE CONTROL LLC,,
HBQ7BLV3TRL3,STRATOTECH LLC,www.stratotechvalve.com,https://linkedin.com/company/stratotech
HBQZVRM13WJ9,PRAIRIE BAND CONSTRUCTION INC,,
HBRDJTC78H57,"HEALTHCARE RESOLUTION SERVICES, INC.",http://www.hcrs-inc.com,https://linkedin.com/company/healthcare-resolution-services-inc.
HBRHYC8KDL73,SARRAS LLC,,
HBSCBLK58DZ4,"DOC MAPPING, L.L.C.",www.docmapping.com,https://linkedin.com/company/doc-mapping-llc
HBUAK3AGYEF3,"NETAPP U.S. PUBLIC SECTOR, INC.",,
HBUVMHMEG2G6,GENERAL INSULATION COMPANY,http://www.generalinsulation.com,https://linkedin.com/company/general-insulation-company
HBYAE1AQK1W4,HUHA MECHANICAL SERVICES INC,,
HBZPEA7W1WC8,CLUTCH SOLUTIONS LLC,https://clutchsolutions.com/,https://linkedin.com/company/clutchsolutions
HBZPLZ5PJH12,AMYX INC,http://www.amyx.com,https://linkedin.com/company/amyx-inc-
HC2BRG5ZJY81,"GILGAL STONES CONSULTING, LLC",https://gilgalstones.com/,
HC3ZN7CJFGT1,BAE SYSTEMS CONTROLS INC.,,
HC5MCXU3VMK3,BLOOMSBURIE LLC,www.bloomsburie.com,https://linkedin.com/company/bloomsburie
HC6EJHGAB8R1,ALLIED AIR COMPRESSOR INC,www.alliedmedgas.com,
HC6QJAM2F4E3,"EMPOWER AI, INC.",http://empower.ai,https://linkedin.com/company/nci-information-systems-inc
HC86UKHJLHK4,STELLANT SYSTEMS INC,https://www.stellantsystems.com,https://linkedin.com/company/stellantsystems
HCCHZ8BYMTD5,BISCO INDUSTRIES INC,WWW.BISCOIND.COM,https://linkedin.com/company/bisco-industries
HCEHMDSKH1Q5,RICH INDUSTRIES INC,https://www.richindustriesinc.com,https://linkedin.com/company/rich-industries-inc.
HCHRRNJJG2N5,REYCO PRECISION MACHINING INC.,http://www.reycoprecision.net,https://linkedin.com/company/reyco-precision
HCKVKGJK9GX4,"ATLANTIC CONTRACTING & SPECIALTIES, LLC",,
HCLWLX2MVY98,KASSBOHRER ALL TERRAIN VEHICLES INC,HTTP://www.pistenbullyusa.com,https://linkedin.com/company/kassbohrer-all-terrain-vehicles-inc
HCLXLMK73DQ9,GE STEAM POWER HOLDING INC.,https://www.gevernova.com/steam-power,https://linkedin.com/company/gevernova
HCMDAVBWRFL8,BECKWITH & KUFFEL INC,https://www.b-k.com,https://linkedin.com/company/beckwith-&-kuffel-inc-
HCMNK639FDL7,PURPLE JAY LLC,purplejay.io,https://linkedin.com/company/purplejay
HCMTMFLY7HG8,GREER AERO LLC,www.greeraero.com,https://linkedin.com/company/greer-aero-llc
HCNUGSXVNRJ1,"BARCO ENTERPRISES, INC.",http://www.barcoent.com,
HCR3LRBEHLF3,SPECTRUM FINANCIAL SERVICES LLC,http://www.spectrumcareers.com,https://linkedin.com/company/spectrumcareers
HCUYDKGK51N3,"MID-AMERICAN ELEVATOR COMPANY, INC.",http://www.mid-americanelevator.com,https://linkedin.com/company/mid-american-elevator-company
HD18CGKA6CY5,"WYATT SEAL, INC.",www.wyattseal.com,https://linkedin.com/company/wyatt-seal-inc.
HD1WMN6945W6,UNIVERSITY OF WASHINGTON,http://www.washington.edu/research/osp,https://linkedin.com/company/university-of-washington-global
HD3PRGMWMK98,"INSTANT DATA TECHNOLOGIES, INC.",https://www.indatatech.com,https://linkedin.com/company/instant-data-technologies
HD4KEJ67TJ81,"KARDEX REMSTAR, LLC",http://www.kardex.com,https://linkedin.com/company/kardex-holding-ag
HD6KUNECAHS4,ALL TECH ELECTRONICS INC,http://www.all-tech-electronics.com,
HD7DAB9KV7G4,"BRUCKEDWARDS, INC.",https://www.bruckedwards.com,https://linkedin.com/company/bruckedwards
HDAWCE6NWB24,AIRSUPPLY TOOLS INC.,,
HDDDCRHEW7P3,"NORTH POINT BUILDERS OF MARYLAND, LLC",http://www.npbinc.com,
HDDYCJYNMNB1,PLANET TOOL & GEAR INC,www.planet-tool.com,https://linkedin.com/company/planet-tool-engineering
HDENBW7SKNW4,"AMERICANS FOR IMMIGRANT JUSTICE, INC.",www.aijustice.org,https://linkedin.com/company/americans-for-immigrant-justice
HDGMK3RKNGC1,IRIDIUM SATELLITE LLC,www.iridium.com,https://linkedin.com/company/iridium
HDHVQ4EF8A89,LOCKHEED MARTIN CORPORATION,http://www.lockheedmartin.com,https://linkedin.com/company/lockheed-martin
HDK8GMKHJ2L8,HUNTSMAN INTERNATIONAL LLC,www.huntsman.com,https://linkedin.com/company/huntsman
HDKJCW5EVE94,AVIONIC INSTRUMENTS LLC,http://www.avionicinstruments.com,https://linkedin.com/company/avionic-instruments
HDKKQA9BEU53,CONVERGE NETWORKS CORPORATION,http://www.cnc365.net,https://linkedin.com/company/converge-networks-corporation
HDLBGJJFLU55,ELITE TECHNICAL SERVICES INC,https://www.elitetechnical.com,https://linkedin.com/company/elite-technical
HDM4MJTQKAK9,"A & M ELECTRONICS, INC.",http://www.aandmelectronics.com,https://linkedin.com/company/a-&-m-electronics-inc.
HDMBNDVCLYJ7,JACOBS GOVERNMENT SERVICES COMPANY,,
HDR3BNE6UAZ5,CATHOLIC CHARITIES ARCHDIOCESE OF NEW ORLEANS,,
HDRKJJPMY2C7,"VALMET, INC.",,
HDRMQ3TS4BX8,"HDR ENGINEERING, INC.",http://www.hdrinc.com,https://linkedin.com/company/hdr
HDSHLR75FH53,ARMSTRONG MOLD CORPORATION,https://www.armstrongrm.com,https://linkedin.com/company/armstrong-rapid-manufacturing
HDX6GCQFFD77,"Q-VANT BIOSCIENCES, INC.",http://www.q-vant.com,https://linkedin.com/company/q-vant
HDX7N25T4GP8,"NSCRYPT, INC",www.nscrypt.com,https://linkedin.com/company/nscrypt-inc.
HE49UAUNVJ28,CESAR DAVID LOPEZ,,
HE72FV89FKY9,"I DESIGN AND PLANNING, LLC",http://www.iDesign-Solutions.info,https://linkedin.com/company/idesign-solutions-llc
HE7NJQGP4ED6,FISHER SCIENTIFIC COMPANY L.L.C.,,
HE7YVNTMGV55,PHOENIX STRIKE CONSULTING LLC,,
HE86H1JJJTK5,BLUEHALO LLC,,
HE8LV2S5HJC8,"E2 CONSULTING ENGINEERS, INC.",http://www.e2.com,https://linkedin.com/company/e2-consulting-engineers-inc.
HE98WLUBNW88,"ORACLE AMERICA, INC.",http://www.oracle.com,https://linkedin.com/company/oracle
HE9LXJR15FU7,NEXTCOM LLC,http://www.nextcomputing.com,https://linkedin.com/company/nextcomputing
HE9VKQ4MW4S8,"CMC STEEL US, LLC",,
HE9WU1LKYGJ3,MCF MAINE CONTRACT FLOORING,,
HEB7MSP2FDK5,"PARAMOUNT MACHINE COMPANY, INC.",paramountmachineco.com,https://linkedin.com/company/paramount-machine-company-inc
HEBCLD22EJD1,RAYTHEON COMPANY,https://www.rtx.com,https://linkedin.com/company/raytheontechnologies
HEBHRTD65KK5,"MOTION AND FLOW CONTROL PRODUCTS, INC.",www.mfcpinc.com,
HEBKKL4NXG61,"METALWERKS, INC.",www.metalwerks.com,https://linkedin.com/company/metalwerks-inc
HEBVLK9KMRL4,FRONTGRADE GAISLER AB,,
HEBXMPFP3RL4,IEH CORPORATION,HTTP://WWW.IEHCORP.COM,https://linkedin.com/company/ieh-corporation
HEDGTC4CMLJ7,"FUTRON, INC.",http://www.futroninc.com,https://linkedin.com/company/futron-incorporated
HEDLJX2J7XK9,AVIOR STRATEGIES INCORPORATED,http://www.aviorstrategies.com/,https://linkedin.com/company/avior-strategies-incorporated
HEGFMNQ7TA96,"BUKKEHAVE, INC.",https://www.bukkehave.com,https://linkedin.com/company/bukkehave
HEHGH7TKY2R5,SOUNDWAY CONSULTING INC,http://www.soundwayconsulting.com,https://linkedin.com/company/soundway
HEJQGMVR5MF9,PARTICLES PLUS INC,,
HEK5HE5EGXL3,"CMA TECHNOLOGIES, INC.",www.cma-technologies1.com,
HEKZR2JF7BW3,"THE BIOTEAM, LLC",http://www.bioteam.net,https://linkedin.com/company/the-bioteam
HELNW2K44KQ4,"SUN CONSTRUCTION, INC.",,
HELUDGEV9LE8,GULF PROJECT SOLUTIONS GENERAL TRADING & CONTRACTING CO/EZZ YAQOUB & PARTNERS,https://www.gps-gulf.com,https://linkedin.com/company/gulf-project-solutions
HENKC9FPL7Y3,UAV SOLUTIONS LLC,http://www.fitfuelfoods.com,https://linkedin.com/company/fit-fuel-foods
HENTAPZC61R3,MICHIGAN SCIENTIFIC CORP,www.michsci.com,https://linkedin.com/company/michigan-scientific-corp
HENXE7YSMR99,UNITED PLATING INC,https://www.unitedplating.com,https://linkedin.com/company/united-plating
HERXJEEWZFL7,KVG LLC,www.kvg.com,https://linkedin.com/company/kvgteam
HEV9SLMMYXF3,MICROWAVE PHOTONIC SYSTEMS INC,http://www.b2bphotonics.com,https://linkedin.com/company/microwave-photonic-systems
HEWFR6QHLNR3,DINETAHDOO CULTURAL RESOURCES LLC,,
HEX6X7JBK1F6,HERSHENOW + KLIPPENSTEIN ARCHITECTS LTD,hkarchitects.com,https://linkedin.com/company/h-k-architects
HEYWFLGZNMR8,"GROUND PENETRATING RADAR SYSTEMS, LLC",http://www.gp-radar.com,https://linkedin.com/company/gprs
HEZDP5MN11A3,"TCOM, L.P.",https://tcomlp.com/,https://linkedin.com/company/tcom-l-p-
HF2NYDNQWQ84,YOUNES TRADE INTERNATIONAL FOR IMPORT AND GENERAL SUPPLY,www.younes-trade.com,
HF2WL9NGUUN3,HESKA CORPORATION,http://www.heska.com,https://linkedin.com/company/heska-corporation
HF3ML7G4HLF3,"CURTISS-WRIGHT DS, INC.",www.curtisswrightds.com,https://linkedin.com/company/curtiss-wright-controls-defense-solutions
HF4LCAU68M93,"EUROFINS DISCOVERY SERVICES NORTH AMERICA, LLC",http://www.eurofinsdiscoveryservices.com/,https://linkedin.com/company/eurofinsdiscovery
HF4TCY13FUZ3,SEAWAY PLASTICS ENGINEERING LLC,www.seawayplastics.com,https://linkedin.com/company/seaway-plastics-engineering
HF7MNLWTNBE1,INFORS USA INC,www.infors-ht.com,https://linkedin.com/company/inforsht
HF7PG41BMMW3,GLOBAL AVIATION SERVICE INC,www.global-aviation.net,https://linkedin.com/company/global-air-service-inc
HF8BP36NFBV9,DYNAMIC MOTION CONTROL INC,http://dmcinfo.com/,https://linkedin.com/company/dmc-engineering
HF8BQ45QKKJ3,"BRUKER NANO, INC",www.bruker.com/nano,https://linkedin.com/company/bruker-corporation
HF9LKFB752L6,"ALS GROUP USA, CORP.",http://www.alsglobal.com,https://linkedin.com/company/als
HFALSP1F9ZD3,UNITED PRECISION CORP.,http://www.upc-usa.com/,https://linkedin.com/company/united-precision-corp-
HFBDX65M3B27,CATHOLIC CHARITIES HAWAII,http://www.catholiccharitieshawaii.org/,https://linkedin.com/company/catholic-charities-hawaii
HFBLMALA8WB5,"COAX, INC",,
HFBLS7AHSVN4,"CAPITAL WEBMASTERS, LLC",http://www.capitalwebmasters.com/,
HFDXLNQJ2E46,MICRON SEMICONDUCTOR LIMITED,,
HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",www.trustedsys.com,https://linkedin.com/company/trusted-systems
HFFDMGTBTKE6,SLAM TECHNICAL SERVICES LLC,www.stsgov.com,https://linkedin.com/company/sts_government
HFFHRV4NCJK7,"INSOURCE SOFTWARE SOLUTIONS, INC.",,
HFGTTGQP2MN7,MSM GROUP INC,http://www.msmgroupinc.com,https://linkedin.com/company/msm-group-inc
HFJ6RYJRFVH3,"ZMICRO, INC.",http://www.zmicro.com,https://linkedin.com/company/zmicro
HFJXXKCWPKK4,GS YUASA LITHIUM POWER INC,http://www.gsyuasa-lp.com,https://linkedin.com/company/gs-yuasa-lithium-power
HFK3MAGMYBX9,"CONTOUR METROLOGICAL & MANUFACTURING, INC",https://www.cmmoptic.com,https://linkedin.com/company/contour-metrological-&-mfg.
HFK8T7NPC9S8,"MAXPOWER, INC.",https://www.maxpowerinc.com,https://linkedin.com/company/maxpower-inc-
HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",https://www.MotorolaSolutions.com,https://linkedin.com/company/motorolasolutions
HFLLZLC38UN5,"MILLER, BEAM & PAGANELLI, INC",http://www.millerbp.com,https://linkedin.com/company/miller-beam-&-paganelli-inc
HFLPD74XVXA6,"BIOLOGICS CONSULTING GROUP, INC.",http://www.biologicsconsulting.com,https://linkedin.com/company/biologics-consulting-group
HFLPNNEX5MZ7,"METTLER-TOLEDO RAININ, LLC",http://www.shoprainin.com,
HFM1GMKVLZ29,WEST COAST COUNTERTOPS INC,,
HFMTMDNAGP95,"OCEUS NETWORKS, LLC",oceusnetworks.com,https://linkedin.com/company/oceus-networks
HFN7DTYPW7E2,"NPC, INC.",https://www.npcweb.com,https://linkedin.com/company/npc-inc
HFW3S2DMM2L9,"BERING INDUSTRIAL CONTRACTORS, INC.",http://www.beringinc.com,https://linkedin.com/company/bering-industrial-contractors-inc-
HG1TLNYZXVQ5,"W. A. SOEFKER & SON, INC",,
HG5EUM78L3Y9,"TANTUS TECHNOLOGIES, INC.",http://www.tantustech.com,https://linkedin.com/company/tantus-technologies-inc-
HG72JVKT8EB7,BAKER AND ASSOCIATES,http://www.mbakerintl.com,https://linkedin.com/company/michael-baker-corporation
HG7XL5RBNX55,"BATTELLE ENERGY ALLIANCE, LLC",http://www.inl.gov,https://linkedin.com/company/idaho-national-laboratory
HG98DJ2FHH98,DIMEQS UNITED,,
HG9CE5J9PN24,CARLSON SOFTWARE INC,www.carlsonsw.com,https://linkedin.com/company/carlson-software
HG9PANDES583,TARSHA R JACOBS CPA PLLC,,
HGA7JLLCAC17,"PRECISION AIR CONDITIONING OF BREVARD, INC.",,
HGDJZMMJKCM3,"CLEAR RIDGE DEFENSE, LLC",http://www.clridge.com,https://linkedin.com/company/clear-ridge-defense
HGFLCANUEGZ2,PRIMARY AIMLINE LLC,https://www.primaryaimline.com,
