subawardee_uei,subawardee_name,entity_url,company_linkedin_url
GKV2GYCBZM35,"DEVELOPMENT DIMENSIONS INTERNATIONAL, INC.",http://www.ddiworld.com,https://linkedin.com/company/ddiworld
GKVLWXS78JA5,"APPLIED AUTOMATION TECHNOLOGIES, INC.",,
GKVMZBMK7YG9,"BASECONNECT, LLC",https://www.baseconnect.com,https://linkedin.com/company/baseconnectapp
GKVNM88N5B47,SERVICE RESOURCE GROUP INTERNATIONAL LLC,www.srg-int.com,
GKWTAHYKMC62,"ENDYNA, INC.",http://www.endyna.com,
GKWTCSJKQH85,PILLAR SYSTEMS CORPORATION,http://www.pillarsystems.com,https://linkedin.com/company/pillar-systems-corporation
GKZLEMB7K1D6,ELECTROIMPACT INC.,http://www.electroimpact.com,https://linkedin.com/company/electroimpact
GL1AUGN6T6U4,MOGADISHU SERVICE,,
GL33N7Y7WX98,FUJIFILM SONOSITE INC,http://www.sonosite.com,https://linkedin.com/company/sonosite
GL3DGRVJ3T93,NEWARK ELECTRONICS CORPORATION,http://www.newark.com,
GL44UBJEKJK1,"TRENTON SYSTEMS, INC.",http://www.TrentonSystems.com,
GL4LXD56NEK5,"DRS SIGNAL SOLUTIONS, INC.",,
GL52MNUHMZ23,"ROBICHAUX AUTOMATION AND CONTROL, INCORPORATED",http://www.tridentmaritimesystems.com/,
GL7BQUY8ZJ79,"AMENTUM TECHNOLOGY, INC.",,
GL7JKJ4MVVG9,"COOPER ZIETZ ENGINEERS, INC.",www.akana.us,https://linkedin.com/company/cooper-zietz-engineers-inc.
GL85ACATYXX5,"GICHNER SYSTEMS GROUP, INC.",http://www.kratosdefense.com,https://linkedin.com/company/kratos-defense-and-security-solutions
GL99SKNWU2H5,CRO LLC,cromedical.com,https://linkedin.com/company/cro-medical-technology
GLB2VR3JYXK8,"DALLAS AIRMOTIVE, INC.",www.standardaero.com,https://linkedin.com/company/standardaero
GLCKL5BNYGL2,DINUCCI CORPORATION,http://www.dinuccicorp.com,https://linkedin.com/company/dinucci-corp
GLD4H4A7MZ46,C5T CORPORATION,www.c5t.com,https://linkedin.com/company/c5t-corporation
GLFEQLHD85H3,"DO IT WITH HELP, LLC",,
GLFYY49WKQW1,"RESOLVEIT CONSULTING, INC",www.resolveitconsulting.com,
GLGWMH9BMP76,GOVCONNECTION INC,http://www.govconnection.com,https://linkedin.com/company/govconnection
GLHRMJZCKN27,NALEJ CORP,https://nalej.com/,https://linkedin.com/company/nalejaicorp
GLHZFFJJZ8G2,WSP USA SOLUTIONS INC,,
GLJ4J66A2HK3,"SANITZ ENTERPRISES, INC.",,
GLKCSJXXRRW5,"MARYLAND MECHANICAL SYSTEMS, INC.",www.marylandmechanicalsystems.com,
GLKTPPXRFMU5,QUART CONSULTING SERVICES LLC,www.quartconsulting.com,https://linkedin.com/company/quartconsulting
GLLCK3UKSYU8,IMAGINE ONE TECHNOLOGY & MANAGEMENT LTD,http://www.imagine-one.com,https://linkedin.com/company/imagine-one_2
GLLCNMELU378,"HOLLIS LINE MACHINE CO., INC.",,
GLN2N85K5MU4,"CES CONSULTING, LLC",www.ces-consultingllc.com,https://linkedin.com/company/ces-consulting-llc
GLN7JNAYLQ63,REDSKY LLC,https://redskyus.com/,https://linkedin.com/company/redskyllc
GLPKRZJL8GM3,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,http://www.AlleghenyST.com,https://linkedin.com/company/allegheny-science-&-technology-corporation
GLQRPRDTUN95,"NATIONWIDE ELECTRIC SUPPLY COMPANY, INC.",www.nationwideelectric.com,https://linkedin.com/company/nationwide-electric-supply-company
GLQTTLRVSAM5,"INTEGRITYPRO CONSULTING, LLC",www.integritypro.com,https://linkedin.com/company/integritypro-consulting-llc
GLRMM71HG9J5,WISCONSIN ORDNANCE WORKS LTD,www.wisord.com,https://linkedin.com/company/wisconsin-ordnance-works-ltd.
GLRVV6FC6DB3,GP STRATEGIES CORPORATION,http://www.gpstrategies.com,https://linkedin.com/company/gp-strategies-corporation
GLT9FNADUMA4,ALLIED WIRE AND CABLE LLC,http://www.awcwire.com/,https://linkedin.com/company/allied-wire-&-cable
GLTELLEMKRX3,"TELEDYNE DIGITAL IMAGING US, INC.",www.teledyne.com,https://linkedin.com/company/teledyne-technologies-incorporated
GLTJGJFF9MR2,TAPHERE! TECHNOLOGY LLC,http://www.taphere.com,https://linkedin.com/company/taphere-technology-llc
GLTQW6JJ48T4,MERRICK-SMSI JOINT VENTURE LLP,,
GLVJT8J77KD5,DYNA-EMPIRE INC,https://dyna-empire.com/,https://linkedin.com/company/dyna-empire-inc.
GLVMLEWS5G95,SAFETECH INC,safetechmontana.com,https://linkedin.com/company/safetech-inc
GLVNQ7783YC8,JABI CONSULTING LLC,www.jabiconsulting.com,https://linkedin.com/company/jabcionsulting
GLVWPTRELN29,NICHOLS MANUFACTURING INC,http://www.nicholsmfg.com,https://linkedin.com/company/nichols-manufacturing-inc
GLW6HHK4F3M3,GE AVIATION SYSTEMS LLC,,
GLWHK5VNPT63,"YUKON MANAGEMENT, LLC",https://ganaayoo.com/yukon-management/,https://linkedin.com/company/ganaayoolimited
GLXJRUYNGQM5,"CFI BLUE SKY II, L.L.C.",https://omadaint.com/,https://linkedin.com/company/omada_international
GLY6K1JCYDF4,VIRTUAL SERVICE OPERATIONS LLC,http://www.vso-inc.com,https://linkedin.com/company/virtual-service-operations
GLZJKUBM4VD9,"OPTI-FORMS, INC.",http://www.optiforms.com,https://linkedin.com/company/optiforms
GM11ZH81LBY7,"KRATOS SRE, INC.",www.kratosdefense.com,https://linkedin.com/company/kratos-defense-and-security-solutions
GM16Q45ARRV4,ACE PROFESSIONAL COATINGS INC.,,
GM1XX56LEP58,"TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA, THE",https://researchservices.upenn.edu/,
GM2EHB2GWNL3,NLB CORP,http://www.nlbcorp.com/,https://linkedin.com/company/nlb-corporation
GM3KHV63SUX4,ARACHNE LABS LLC,arachne.net,https://linkedin.com/company/arachnelabs
GM4FL5Q7KSK5,"WENZEL ASSOCIATES, INC.",WWW.QUANTICWENZEL.COM,
GM4JDCJEW5Z7,PEERLESS TECHNOLOGIES CORPORATION,http://www.epeerless.com,https://linkedin.com/company/peerless-technologies
GM4ZPYJ6BKJ9,C.L. LINFOOT CO.,HTTP://WWW.LINFOOT1893.COM,
GM54GBNAX1U6,BISCO INDUSTRIES INC,WWW.BISCOIND.COM,https://linkedin.com/company/bisco-industries
GM56NGC4D868,ROLLS-ROYCE DEUTSCHLAND LTD & CO KG,,
GM6GL69DX7H7,AXOHEK LLC,www.axohek.com,https://linkedin.com/company/axohek
GM77BDK8GP48,QUOTIENTSUB LLC,http://www.Quotient-Inc.com,https://linkedin.com/company/quotient
GM94J2EL8T19,BALL AEROSPACE & TECHNOLOGIES CORP.,http://www.ball.com/aerospace,https://linkedin.com/company/ball
GMAGVL8Q9VX6,BARNHARDT MANUFACTURING CO,ncfi.net,
GMB3K74VFA23,"PREMIER TECHNOLOGY, INC.",http://www.ptius.com,https://linkedin.com/company/premier-technology-inc.
GMB8FVTPZLD3,BRIGHT STAR SOLUTIONS LLC,https://www.bright-star.com/,https://linkedin.com/company/bright-star-solutions-llc
GMBWL9F7RXE4,MENTO PRODUCE CO INC,,
GMBYU6KAN9J3,RAYTHEON COMPANY,https://www.rtx.com/,https://linkedin.com/company/raytheontechnologies
GMC8ZJ8CAKN3,PROBO DATA GROUP INC,Probodata.com,https://linkedin.com/company/probo-data-group-inc
GMCMWNRTRGJ4,"HALL MACHINE & WELDING CO., INC.",http://www.hallmachine.com,https://linkedin.com/company/hall-machine-&-welding-co.-inc.
GMCQZPPGSCV5,"PFEIFFER VACUUM, INC.",HTTP://WWW.PFEIFFER-VACUUM.DE,https://linkedin.com/company/pfeiffer-vacuum-gmbh
GMDTEHFBYEG7,"PRECISE METAL PRODUCTS, LLC",http://www.precise-metals.com,https://linkedin.com/company/precise-metal-products-llc
GMEQMTFR93K3,"PRC - DESOTO INTERNATIONAL, INC",www.ppgaerospace.com,
GMFLH5LBEG28,"3D PERCEPTION, INC.",http://www.3d-perception.com,https://linkedin.com/company/3d-perception
GMFTALKXK637,"CRAFTSMEN INDUSTRIES, INC.",http://www.craftsmenind.com,https://linkedin.com/company/craftsmen-industries
GMHEBP6N6KK4,THREAT SYSTEM SOLUTIONS INC,www.threat-system.com,https://linkedin.com/company/threat-system-solutions
GMHRX5DU4LS5,"AEROGO, INC",http://www.aerogo.com,https://linkedin.com/company/aerogo-inc-
GMHSE2NWTAF5,RAUL CRUZ,,
GMK1MSRKPVA9,ALFA LAVAL INC,,
GMLBKAVKBJ79,NEXTMOVE TECHNOLOGIES LLC,,
GMLFM47VHL76,"THICK FILM TECHNOLOGIES, INC.",,
GMLHMNMB79G9,"ONTIC ENGINEERING & MANUFACTURING, INC",https://www.ontic.com/,https://linkedin.com/company/ontic-engineering
GMLMGCA7XKK4,WOODLEY CHARLES L,,
GMLZFDLPH7K5,"HPI FLOORS, LLC",www.hpifloors.com,https://linkedin.com/company/hpi-floors-llc
GMM1KDYMXKP5,"CYBER SECURITY PROFESSIONALS, INC.",http://www.cspsecure.com,https://linkedin.com/company/cyber-security-professionals-inc
GMPSSXME2HU5,"KEY ELECTRONIC SOLUTIONS, LLC",http://keyelectronics.net,https://linkedin.com/company/key-electronic-solutions
GMQ3C6QJJ288,"AMETEK AMERON, LLC",,
GMQ3MCMJANN1,"PYE-BARKER FIRE & SAFETY, LLC",http://www.pyebarkerfire.com,
GMQPC3ARCUU9,"CONSTRUCTORS, INC N.S.L",www.ciconstructors.com,https://linkedin.com/company/constructors-inc-
GMQRXC2EHJ43,HARTECH GROUP LLC,www.Hartechgroup.us,https://linkedin.com/company/hartech-group
GMQYJYNYMN83,LUMO SUPPLY DECK,www.lumosupply.com,https://linkedin.com/company/lumosupply
GMRKBCFJREQ1,THALES AEROSPACE COMMUNICATIONS FULLERTON INC.,,
GMTWEAHHA5C8,NOVA TECHNOLOGIES INC,http://www.novatechnologiesinc.com,https://linkedin.com/company/nova-technologies-inc
GMU6BSSLETB4,TOP WAY FOR COMMERCIAL SERVICES & CAR RENT LTD,http://top-way.biz,
GMVJD1H9JQX8,"MICROFLEX, INC.",www.microflexinc.com,https://linkedin.com/company/microflex-inc-
GMW1ZLY783J1,"MAUREEN DATA SYSTEMS, INC.",https://www.mdsny.com/,https://linkedin.com/company/maureen-data-systems
GMZ3BDXU4CL7,"FRONTIER DEVELOPMENT, INC.",https://www.frontierdevelopmentinc.com,https://linkedin.com/company/frontier-development-inc
GMZWKMEPCLE3,MEASURETECH INTERNATIONAL INC,,
GN18VRBCF1M3,AXIOM OPTICS INC,,
GN1HY4QE8381,ACW INC,,
GN2LGJWUVKJ7,"THE NAKOA COMPANIES, INC",http://www.nakoaco.com,https://linkedin.com/company/the-nakoa-companies-inc-
GN2VKJH7LBC3,TUKNIK GOVERNMENT SERVICES LLC,https://www.koniag-gs.com/tuknik-government-services/,https://linkedin.com/company/koniag-government-services
GN5HM6GB9N89,"PRECISION X-RAY, INC.",www.pxinc.com,
GN5VZ5VWR1B5,"RADIANCE TECHNOLOGIES, INC.",www.radiancetech.com,https://linkedin.com/company/radiance-technologies
GN68D7XA78R4,CFR ENGINES CANADA ULC,,
GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,http://www.space-machine.com,https://linkedin.com/company/space-machine-&-engineering-corp-
GN84UHWZJMR8,"DAYTON T. BROWN, INC.",http://www.dtb.com,https://linkedin.com/company/dayton-t-brown-inc-
GNANM7SFD676,"THE RICHARDSON TRIDENT COMPANY, LLC",,
GNCCDKLN2GD3,MEGGITT AIRCRAFT BRAKING SYSTEMS CORPORATION,,
GNDXYY1GURG3,WORK MICROWAVE INC.,,
GNEVAPP5XW57,AMS NETWORKS LLC,https://amsnetworks.com,https://linkedin.com/company/ams-networks
GNGWXM39K171,"RED SIX SOLUTIONS, LLC",www.red-6.com,https://linkedin.com/company/red-six-solutions-llc
GNJ6MR1FVA45,PRAXIS ENGINEERING TECHNOLOGIES LLC,http://www.praxiseng.com,https://linkedin.com/company/praxis-engineering
GNJ7BBP73WE9,REGENTS OF THE UNIVERSITY OF MICHIGAN,http://www.umich.edu,https://linkedin.com/company/michigan-economics-society
GNKEH5GKZ779,"DATUM MACHINING, LLC",www.datumidaho.com,
GNMGEJ6HG575,CYBEREYE CONSULTING LLC,www.cybereyeconsulting.com,
GNMWESR6AKK4,"KELLY, INC",www.a1lawn.com,https://linkedin.com/company/a-1-lawn-&-landscaping
GNN3NDUFAE83,TIME WARNER CABLE ENTERPRISES LLC,,
GNN6UM3R8N91,CUTTING EDGE OPTRONICS INC,,
GNNJDFWNNEJ5,GOODRICH CORPORATION,http://www.collins.com,https://linkedin.com/company/intertrade
GNNULJEJ4183,"PACIFIC POWER TESTING, INC.",http://www.pacificpowertesting.com,https://linkedin.com/company/pacific-power-testing-inc
GNQLZGE5Q7J4,CYBERNETIQ USA INC,,
GNR3RVSCYJE4,"ALL DOMAIN STRATEGIC SERVICES (ADSS), LLC",,
GNRBAR5JWL13,"SESSLER ENVIRONMENTAL SERVICES, LLC",sesslerenv.com,https://linkedin.com/company/sessler-environmental-services
GNTSV97RVQM3,TENICA AND ASSOCIATES LLC,http://www.TENICA-GS.com,
GNU3XFET3HJ3,TAP N2 POWER LLC,,
GNVLM7NAQXT1,"ABBTECH PROFESSIONAL RESOURCES, INC.",https://WWW.ABBTECH.COM,https://linkedin.com/company/abbtech
GNWVNBNNKVQ3,"BARCOM, INC.",https://www.barcominc.com,https://linkedin.com/company/barcom-inc-
GNXBK5J9ZZZ8,THE MSJ GROUP LLC,www.themsjgroup.com,
GNXLRLFDCYJ7,"LONGENECKER & ASSOCIATES, LLC",http://www.la-inc.com,https://linkedin.com/company/longenecker-&-associates
GNXNRGLSNML9,"DATA NETWORKS, INC.",https://asrcfederal.com/companies/,https://linkedin.com/company/asrc-federal
GNXRR1MXP925,"PROCESS IMPROVEMENT ACHIEVERS, LLC",www.piachievers.com,https://linkedin.com/company/process-improvement-achievers-llc
GP28Z9MYU8T6,DEFTEC CORPORATION,www.deftec.com,https://linkedin.com/company/deftec-corporation
GP2NUPNWXPW1,"CARTRIDGE WORKS PLUS, LLC",www.cartridgeworksplus.com,https://linkedin.com/company/cartridge-works-plus-llc
GP3AU3KDP695,"ARENA FIRE PROTECTION, INC",www.arenafire.com,https://linkedin.com/company/arena-fire-protection
GP4WALRZR194,"SURVEYORS SOURCE, LLC",www.surveyorssource.com,https://linkedin.com/company/surveyors-source-llc
GP59WMW4URT5,PMC CARIB ENVIRONMENTAL CONSULTANT LLC,,
GP7MGWJE4BZ3,CALIAN ANTENNA SOLUTIONS LTD.,https://www.calian.com/service-lines/advanced-technologies/,https://linkedin.com/company/calian
GPASKFTTVQL9,DECISIONPOINT CORPORATION,www.decisionpointcorp.com,https://linkedin.com/company/decisionpoint-corporation
GPAUCHU8DD67,"EXOR SOLUTIONS, INC.",www.exorsolutions.com,https://linkedin.com/company/exor-solutions
GPC4GJ8EAY83,STEWART MECHANICAL SOLUTIONS LLC,www.stewartmechanicalsolutions.com,
GPCDG9C3JUF3,GORMLEY ENVIRONMENTAL CORP,https://www.gormleyenvironmental.com/,https://linkedin.com/company/gormley-environmental-corporation
GPCNV2L5FKP1,"STEVEN CARR AND ASSOCIATES, LLC",https://www.scaa-usa.com,
GPDRD5BG8DN1,THOR SOLUTIONS LLC,,
GPHXG29MF8W5,FLEXCO MICROWAVE INC,https://www.flexcomw.com/,https://linkedin.com/company/flexco-microwave-inc
GPJVLYP4ZBB8,"EMPIRE SOUTHWEST, LLC",,
GPK5RHKAEUG5,"YOUNG MENS CHRISTIAN ASSOCIATION OF THE GREATER HOUSTON AREA, INC",http://www.ymcahouson.org,
GPLVFREMN751,AECOM TECHNICAL SERVICES INC,https://www.aecom.com,https://linkedin.com/company/aecom
GPRERG8B8WN6,FIRSTKEM LLC,www.firstkem.com,https://linkedin.com/company/first-kem
GPS7DMKN55X5,"AL OTRO LADO, INC.",https://alotrolado.org/,https://linkedin.com/company/al-otro-lado
GPU3MCQWTBM1,N3 TECHNOLOGIES INC.,www.n3-tecnologies.com,
GPUCDPKTFSN1,HEATHWICK SOLUTIONS LLC,,
GPV4S5RX49Q8,"FLAME TECH FIRESTOP SYSTEMS, INC.",,
GPV7UH1JTDX3,COOLING AND POWER RENTALS INC,www.cprtents.com,https://linkedin.com/company/cpr-tents
GPV8EN61NBN6,INFO GAIN CONSULTING LLC,infogainconsulting.com,https://linkedin.com/company/info-gain-consulting
GPV9U5QAEL44,"MTLS365, LLC",www.mtls365.com,https://linkedin.com/company/mtls365
GPVJMN3SDG38,"WINTERTON CONSULTING, LLC",,
GPXBJDWPLNH7,"FATIGUE TECHNOLOGY, INC",http://www.fatiguetech.com,https://linkedin.com/company/fatigue-technology-inc.
GPYZJX19Q1K3,TOPGUN SEALCOATING LLC,www.topgunsealcoating.com,https://linkedin.com/company/top-gun-sealcoating
GQ1NNDXHWHK4,"TYCHON, LLC",www.tychon.io,https://linkedin.com/company/tychon
GQ3JUJ16SLK9,"SCHOTT NORTH AMERICA, INC.",www.us.schott.com,
GQ3MK4JQYEK1,PEPTILOGICS INC,,
GQ4ZQJKLJAB1,THE LINCOLN ELECTRIC COMPANY,www.lincolnelectric.com,https://linkedin.com/company/lincoln-electric
GQ65S1KJ8NK7,"BEACON SALES ACQUISITION, INC.",http://www.beaconsales.com/,https://linkedin.com/company/beacon-sales-company
GQ6UYNKVVRM8,"GRANSBERG AND ASSOCIATES, INC.",http://www.gransberg.com,https://linkedin.com/company/gransberg-&-associates-inc-
GQBMUVPJCFE5,SYMETRICA INC,http://www.symetrica.com,https://linkedin.com/company/symetrica
GQE7W3KN1QM9,ALLOY SPECIALTIES LLC,,
GQFLESEJP1G4,FIRETRACE AEROSPACE LLC,www.ftaero.com,https://linkedin.com/company/firetrace-aerospace-llc
GQHLJEULCLY8,"KONICA MINOLTA SENSING AMERICAS, INC.",www.radiantvisionsystems.com,https://linkedin.com/company/radiant-vision-systems
GQHMWHTNKLP6,ROCKY MOUNTAIN IMMIGRANT ADVOCACY NETWORK,www.rmian.org,https://linkedin.com/company/rocky-mountain-immigrant-advocacy-network
GQJZF4LKYUY9,UFP ELIZABETH CITY LLC,https://www.ufpi.com,https://linkedin.com/company/ufp-industries
GQKMR2HGKN94,THE ACT 1 GROUP INC,http://www.act1group.com,https://linkedin.com/company/act-1-group
GQMSRUCGJ833,LEONARDO S.P.A.,www.leonardo.com,https://linkedin.com/company/leonardo_company
GQN7WKAKUFM1,ENV SERVICES INC,www.envservices.com,https://linkedin.com/company/env-services
GQP2CQ5L6VB3,NEO4J INC,www.neo4j.com,https://linkedin.com/company/neo4j
GQR4CZKP99M7,"CVS, INC",http://www.cvsvideo.com,
GQSEUBPFBQZ9,EAST COAST INFRASTRUCTURE INC,https://www.eastcoastinfrastructure.com/,https://linkedin.com/company/east-coast-infrastructure-inc
GQSKD4MX91S9,INTRACOM SYSTEMS LLC,,
GQVVJK5M52W5,WILSON KITCHENS INC,http://www.wkicasework.com,https://linkedin.com/company/wilson-kitchens
GQYKMLB7EK68,"AIM SERVICES, INCORPORATED",www.aimservicesinc.com,https://linkedin.com/company/aimservicesinc
GQZ1ETATV3V3,EVANS CAPACITOR COMPANY,,
GR1VB6FAUGM7,"WATKINS ENVIRONMENTAL, INC",https://watkinsenviro.com/,https://linkedin.com/company/watkins-environmental
GR29NCN1H8Z5,"WM AMBIENTA, INC",,
GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP,https://lenapeforge.com,https://linkedin.com/company/lenape-forged-products
GR2HJZBCKSN3,"HAGEN GLASS, WINDOWS & SIDING, INC",www.hagenglass.com,
GR2RF6CLZJJ9,BARBARICUM LLC,www.barbaricum.com,https://linkedin.com/company/barbaricum
GR4WHFMRJ8A4,"ALLUXA, INC.",www.alluxa.com,https://linkedin.com/company/alluxaopticalfilters
GR61J2AY15B6,VACHI INFO TECH INC,https://www.digitalhie.com,https://linkedin.com/company/digitalhie
GR7LVCQMALD8,STICHTING BIOMEDICAL PRIMATE RESEARCH CENTRE,http://www.bprc.nl,https://linkedin.com/company/bprc
GR86CWJ224A3,"CROSS ENVIRONMENTAL SERVICES, INC",www.crossenv.com,https://linkedin.com/company/cesenvironmental
GRAJLZ6516H5,THE CARPENTER GROUP,www.californiaswaging.com,https://linkedin.com/company/california-swaging-and-cable-products
GRANEG7MV8E8,"SCIENCE AND TECHNOLOGY ASSOCIATES, INC.",www.stassociates.com,https://linkedin.com/company/science-and-technology-associates-inc.
GRE7FRHVM919,"VANASSE HANGEN BRUSTLIN, INC.",https://www.vhb.com/,https://linkedin.com/company/vhb
GRFDMDJVVU36,RAVE GEAR LLC,http://www.ravegears.com,https://linkedin.com/company/rave-gears
GRFZGCBSSLN9,CECO INC,www.cecoinc.net,https://linkedin.com/company/ceco-inc-
GRHQE7VZ5KQ3,PATRIOT ELECTRICAL WIRING LLC,,
GRKCGCBLBJ11,"ADVANCED MANUFACTURING TECHNOLOGY VENTURES, LLC",,
GRM2K1KL6LK3,SS LANDSCAPING SERVICES INC.,,
GRNEV9L3E6A9,MOOG INC.,http://www.moog.com,https://linkedin.com/company/moog
GRRQGPH7QS29,"PD POWER SYSTEMS, LLC",www.pdpowersystems.com,https://linkedin.com/company/pdpowersystems
GRT2YN39FNW4,LVSI CORPORATION,www.LVSI-Corp.com,https://linkedin.com/company/lvsi-corporation
GRTDYGFYWBS8,FARO TECHNOLOGIES INC,http://www.faro.com,https://linkedin.com/company/faro-insight
GRXBGLAXKHA1,"MID VALLEY INDUSTRIES, LLC",https://mvii.com/,https://linkedin.com/company/mid-valley-industries-llc.
GRXMXJJSL6A8,"ASSOCIATED SPRING US, LLC",https://www.associatedspring.com,
GRZESSY9KZC4,URBAN SKY THEORY INC,www.urbansky.com,https://linkedin.com/company/urban-sky-imaging
GS3YEVSS12N6,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",,
GS4DLKFPDZV8,DEFENSE SCIENCES INC,http://www.dsiusa.com,https://linkedin.com/company/defense-sciences-inc
GS4UWMTGSYW5,UNITED ELEVATOR ENGINEERING LTD,,
GS86EZKNAJ86,MILL-TECH INDUSTRIES INC,,
GSBUVWV7BG93,A-VAR INC.,https://www.a-var.com,https://linkedin.com/company/a-var
GSBVJ9K2EJY5,"B.J.G. ELECTRONICS, INC.","https://electronics.fdhaero.com/#/app/layout/HomePage",
GSCDFZGKKBK6,IPAK INC,https://www.ipak.com,https://linkedin.com/company/ipak
GSHGMSLWRKH1,VECTOR SECURITY INC,www.vectorsecurity.com,https://linkedin.com/company/vector-security
GSKAN1BLE2P6,COMMUNITY INITIATIVE FOR DEVELOPMENT ORGANIZATION (CIDO),,
GSLEAHCMA2M5,"MICHIGAN MECHANICAL VENTURES, LLC",,
GSLMH62ZMMM7,KESTRAL LOGISTICS (SMC-PVT.) LIMITED,http://www.kestral-logistics.com,
GSR8LRLALQH6,OXEON LLC,,
GSS8TXEFBFH7,JCTM LLC,https://jctm.us/,https://linkedin.com/company/jctm
GSVFDJKJRP57,"UNITED TEST & BALANCE, INC.",UTAB.us,https://linkedin.com/company/unitedtab
GSVPETCMLG68,WAZUH INC,,
GSWKWQRNHDG5,CENTRION SYSTEMS INC,http://www.centrion.com,
GSWPUGW4DJ49,"CIREXX INTERNATIONAL, INC.",https://www.cirexx.com,https://linkedin.com/company/cirexxint
GSWPYGKBN533,BE-HAWTA FOR GENERAL TRADING AND COMMERCIAL AGENCIES LTD.,www.Polarisiraq.com,
GSYCU149L9Y7,RPC INDUSTRIES INC,,
GSZVJLYEWEH6,"MISSING MASS, LLC",https://missingmass.io,https://linkedin.com/company/missingmass
GT17WW2KEGR4,"BOEDEKER PLASTICS, INC.",https://www.boedeker.com,https://linkedin.com/company/boedeker-plastics-inc-
GT19KNXA1PJ1,ENSCICON CORP,http://www.enscicon.com,https://linkedin.com/company/enscicon-corporation
GT63QWWXN8Y6,PARKER-HANNIFIN CORPORATION,http://www.parker.com/,https://linkedin.com/company/parker-hannifin
GT68T3L2MPU5,OBSIDIAN WORKS LLC,www.obsidianworks.io,https://linkedin.com/company/obsidian-works
GT9NEBB11UJ7,"LEXICAL INTELLIGENCE, LLC",,
GTDXET44HDE7,I3 LLC,www.i3llc.us,https://linkedin.com/company/i3-it-solutions
GTEBEQ7F98G4,COMAP PTY LTD,,
GTELLNAX1568,INNOVIM DEFENSE SERVICES LLC,www.innovim.com,https://linkedin.com/company/innovim
GTF5NJHNDPM7,SOUTHWEST CONCRETE PAVING CO,www.swcp.us,https://linkedin.com/company/southwest-concrete-paving-co
GTFRLH4SGX76,"SYNQOR, INC",http://www.synqor.com/index.html,https://linkedin.com/company/synqor
GTJHZE4M7YK1,"THE CHARLES STARK DRAPER LABORATORY, INC.",http://www.draper.com,https://linkedin.com/company/draper
GTJYD2E71U36,"RGM DESIGN GROUP, INC",www.wildman-morris.com,https://linkedin.com/company/wildman-morris
GTK4QF9QDGG8,NAMMO (U.K.) LIMITED,www.nammo.com,https://linkedin.com/company/nammo-raufoss-as
GTKANRNA6N43,"VERTX ENTERPRISE SOLUTIONS, LLC",www.vertxes.com,https://linkedin.com/company/vertx-enterprise-solutions-llc
GTKQE7T5HFF1,P1 CONSTRUCTION LLC,,
GTNBNWXJ12D5,VANDERBILT UNIVERSITY,http://www.vanderbilt.edu,https://linkedin.com/company/vanderbilt-university
GTNTPS9Q1CC9,CONCEPTUAL ANALYTICS LLC,http://www.conceptual-analytics.com,https://linkedin.com/company/conceptual-analytics-llc
GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",https://greenlandenterprises.com/,https://linkedin.com/company/greenland-enterprises-inc-
GTPPDJE7MKU1,"R.E. MEADOR PAINTING & WALLCOVERING, INC",,
GTTNN68QZAB9,"ANGLICOTECH, LLC",http://www.anglicotech.com,https://linkedin.com/company/anglicotech
GTURW6LHC578,"WHITE CLOUD COMMUNICATIONS, INC.",https://whitecloudcom.com/,
GTVRE7RDQ1A9,ENDRUN TECHNOLOGIES LLC,https://www.endruntechnologies.com,https://linkedin.com/company/endrun-technologies
GTW5H1Z3HNY6,"ALPHA-OMEGA SERVICES, INC.",http://www.alphaomegaserv.com,https://linkedin.com/company/alpha-omega-services
GTW5QW3RNHH5,YOUNG ENGINEERING SOLUTIONS INC,,
GU18H9NSVDD5,AFGLOBE COMMUNICATIONS INC.,http://www.acisolutions.net,https://linkedin.com/company/aci-solutions
GU4MZLMEJN94,"SEYER INDUSTRIES, INC.",http://www.seyerind.com,https://linkedin.com/company/seyer-industries-inc-
GU5MGT7B9ED7,PEGGY JO SCHELL,,
GU8QDCM2J4E3,LAKERIDGE CIRCLE ASSOCIATES LLC,http://www.lca-networks.com/,https://linkedin.com/company/lca-networks-division-of-m2-technology-
GUANWKAEUNT1,MOOG WOLVERHAMPTON LIMITED,,
GUBDT8QVT233,"LZ TECHNOLOGY, INC.",WWW.LZT.BIZ,https://linkedin.com/company/lz-technology-inc
GUCLSGA3PHM7,CORNERSTONEX LLC,www.cornerstonex.ai,https://linkedin.com/company/cornerstoneandco
GUEKEU26HPS4,TORO COMPANY (THE),http://www.thetorocompany.com,https://linkedin.com/company/the-toro-company
GUEKY8G48EZ5,LAC ASSAL SERVICES SARL,,
GUENAMAA56M5,"ROTHE DEVELOPMENT, INC",rothe.com,https://linkedin.com/company/rothe-development-inc
GUGBC8JMR6X5,"DIGITAL TECHNOLOGIES, INC.",http://www.digitaltech.com,
GUGKNVL2QF98,"FREDERICK HEALTH EMPLOYER SOLUTIONS, LLC",https://www.frederickhealth.org/Employer-Solutions.aspx,https://linkedin.com/company/frederick-health
